Reporting org,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
#org+name+reporting,#org+reporting+type,#org+name+provider,#org+name+receiver,#indicator+bool+humanitarian,#indicator+bool+strict,#x_transaction_type,#x_transaction_direction,#value+total
OCHA Country Based Pooled Funds,22,,International Committee for the Development of Peoples,1,1,commitments,outgoing,172000
OCHA Country Based Pooled Funds,22,,International Committee for the Development of Peoples,1,1,spending,outgoing,172000
OCHA Country Based Pooled Funds,22,,International Federation of Red Cross and Red Crescent Societies,1,0,commitments,outgoing,449915
OCHA Country Based Pooled Funds,22,,International Federation of Red Cross and Red Crescent Societies,1,0,spending,outgoing,269949
OCHA Country Based Pooled Funds,22,,International Medical Corps UK,1,0,commitments,outgoing,1321623
OCHA Country Based Pooled Funds,22,,International Medical Corps UK,1,0,spending,outgoing,1122423
OCHA Country Based Pooled Funds,22,,International Medical Corps UK,1,1,commitments,outgoing,800000
OCHA Country Based Pooled Funds,22,,International Medical Corps UK,1,1,spending,outgoing,800000
OCHA Country Based Pooled Funds,22,,International Medical Corps,1,0,commitments,outgoing,2019841
OCHA Country Based Pooled Funds,22,,International Medical Corps,1,0,spending,outgoing,1669873
OCHA Country Based Pooled Funds,22,,International Medical Corps,1,1,commitments,outgoing,500000
OCHA Country Based Pooled Funds,22,,International Medical Corps,1,1,spending,outgoing,300000
OCHA Country Based Pooled Funds,22,,International NGO,1,0,commitments,outgoing,8565078
OCHA Country Based Pooled Funds,22,,International NGO,1,0,spending,outgoing,7548643
OCHA Country Based Pooled Funds,22,,International NGO,1,1,commitments,outgoing,4542740
OCHA Country Based Pooled Funds,22,,International NGO,1,1,spending,outgoing,3183798
OCHA Country Based Pooled Funds,22,,International Organization for Migration,1,0,commitments,outgoing,10450186
OCHA Country Based Pooled Funds,22,,International Organization for Migration,1,0,spending,outgoing,10450186
OCHA Country Based Pooled Funds,22,,International Organization for Migration,1,1,commitments,outgoing,7277146
OCHA Country Based Pooled Funds,22,,International Organization for Migration,1,1,spending,outgoing,7277146
OCHA Country Based Pooled Funds,22,,International Orthodox Christian Charities,1,1,commitments,outgoing,613000
OCHA Country Based Pooled Funds,22,,International Orthodox Christian Charities,1,1,spending,outgoing,553000
OCHA Country Based Pooled Funds,22,,International Rescue Commitee,1,1,commitments,outgoing,830180
OCHA Country Based Pooled Funds,22,,International Rescue Commitee,1,1,spending,outgoing,664144
OCHA Country Based Pooled Funds,22,,International Rescue Committee INC,1,0,commitments,outgoing,2025062
OCHA Country Based Pooled Funds,22,,International Rescue Committee INC,1,0,spending,outgoing,1862754
OCHA Country Based Pooled Funds,22,,International Rescue Committee,1,0,commitments,outgoing,7310494
OCHA Country Based Pooled Funds,22,,International Rescue Committee,1,0,spending,outgoing,4186093
OCHA Country Based Pooled Funds,22,,International Rescue Committee,1,1,commitments,outgoing,350000
OCHA Country Based Pooled Funds,22,,International Rescue Committee,1,1,spending,outgoing,210000
OCHA Country Based Pooled Funds,22,,Islamic Charity Association - Aoun for relief and Development,1,0,commitments,outgoing,429131
OCHA Country Based Pooled Funds,22,,Islamic Charity Association - Aoun for relief and Development,1,0,spending,outgoing,257479
OCHA Country Based Pooled Funds,22,,Islamic Relief Pakistan,1,1,commitments,outgoing,477000
OCHA Country Based Pooled Funds,22,,Islamic Relief Pakistan,1,1,spending,outgoing,381600
OCHA Country Based Pooled Funds,22,,Islamic Relief Worldwide - Somalia,1,0,commitments,outgoing,433701
OCHA Country Based Pooled Funds,22,,Islamic Relief Worldwide - Somalia,1,0,spending,outgoing,216850
OCHA Country Based Pooled Funds,22,,Islamic Relief Worldwide,1,0,commitments,outgoing,1564762
OCHA Country Based Pooled Funds,22,,Islamic Relief Worldwide,1,0,spending,outgoing,872908
OCHA Country Based Pooled Funds,22,,Islamic Relief Worldwide,1,1,commitments,outgoing,1164922
OCHA Country Based Pooled Funds,22,,Islamic Relief Worldwide,1,1,spending,outgoing,732766
OCHA Country Based Pooled Funds,22,,Islamic Relief,1,0,commitments,outgoing,1487750
OCHA Country Based Pooled Funds,22,,Islamic Relief,1,0,spending,outgoing,1388200
OCHA Country Based Pooled Funds,22,,JOHANNITER,1,0,commitments,outgoing,549999
OCHA Country Based Pooled Funds,22,,JOHANNITER,1,0,spending,outgoing,330000
OCHA Country Based Pooled Funds,22,,JOHANNITER,1,1,commitments,outgoing,529951
OCHA Country Based Pooled Funds,22,,JOHANNITER,1,1,spending,outgoing,529951
OCHA Country Based Pooled Funds,22,,Jireh Doo Foundation,1,0,commitments,outgoing,250000
OCHA Country Based Pooled Funds,22,,Jireh Doo Foundation,1,0,spending,outgoing,175000
OCHA Country Based Pooled Funds,22,,John Dau Foundation,1,0,commitments,outgoing,299835
OCHA Country Based Pooled Funds,22,,John Dau Foundation,1,0,spending,outgoing,299835
OCHA Country Based Pooled Funds,22,,Joint Aid Management International,1,0,commitments,outgoing,415714
OCHA Country Based Pooled Funds,22,,Joint Aid Management International,1,0,spending,outgoing,249428
OCHA Country Based Pooled Funds,22,,Jordan Hashemite Charity Organization,1,0,commitments,outgoing,650000
OCHA Country Based Pooled Funds,22,,Jordan Hashemite Charity Organization,1,0,spending,outgoing,650000
OCHA Country Based Pooled Funds,22,,Jordan River Foundation,1,0,commitments,outgoing,300263
OCHA Country Based Pooled Funds,22,,Jordan River Foundation,1,0,spending,outgoing,300264
OCHA Country Based Pooled Funds,22,,Jordan paramedic society,1,0,commitments,outgoing,300008
OCHA Country Based Pooled Funds,22,,Jordan paramedic society,1,0,spending,outgoing,300008
OCHA Country Based Pooled Funds,22,,Jordan paramedic society,1,1,commitments,outgoing,80964
OCHA Country Based Pooled Funds,22,,Jordan paramedic society,1,1,spending,outgoing,80964
OCHA Country Based Pooled Funds,22,,KAAH Relief and Development organization,1,0,commitments,outgoing,400000
OCHA Country Based Pooled Funds,22,,KAAH Relief and Development organization,1,0,spending,outgoing,400000
OCHA Country Based Pooled Funds,22,,KAALO Aid and Development,1,0,commitments,outgoing,498250
OCHA Country Based Pooled Funds,22,,KAALO Aid and Development,1,0,spending,outgoing,498250
OCHA Country Based Pooled Funds,22,,KAFA enough Violence Exploitation,1,1,commitments,outgoing,71258
OCHA Country Based Pooled Funds,22,,KAFA enough Violence Exploitation,1,1,spending,outgoing,71258
OCHA Country Based Pooled Funds,22,,Karuna Mission Social Solidarity,1,0,commitments,outgoing,310426
OCHA Country Based Pooled Funds,22,,Karuna Mission Social Solidarity,1,0,spending,outgoing,124170
OCHA Country Based Pooled Funds,22,,Karuna Mission Social Solidarity,1,1,commitments,outgoing,306603
OCHA Country Based Pooled Funds,22,,Karuna Mission Social Solidarity,1,1,spending,outgoing,306604
OCHA Country Based Pooled Funds,22,,Kuwaiti Patients Helping Fund,1,0,commitments,outgoing,2054402
OCHA Country Based Pooled Funds,22,,Kuwaiti Patients Helping Fund,1,0,spending,outgoing,1355010
OCHA Country Based Pooled Funds,22,,Lebanese Association for Popular Action,1,1,commitments,outgoing,363800
OCHA Country Based Pooled Funds,22,,Lebanese Association for Popular Action,1,1,spending,outgoing,291040
OCHA Country Based Pooled Funds,22,,Life at Best Development Initiative,1,1,commitments,outgoing,100012
OCHA Country Based Pooled Funds,22,,Life at Best Development Initiative,1,1,spending,outgoing,100012
OCHA Country Based Pooled Funds,22,,Ligue de la Zone Afrique pour la Défense des droits des Enfants et Elèves,1,0,commitments,outgoing,250001
OCHA Country Based Pooled Funds,22,,Ligue de la Zone Afrique pour la Défense des droits des Enfants et Elèves,1,0,spending,outgoing,200000
OCHA Country Based Pooled Funds,22,,Lutheran World federation,1,0,commitments,outgoing,2065302
OCHA Country Based Pooled Funds,22,,Lutheran World federation,1,0,spending,outgoing,1585302
OCHA Country Based Pooled Funds,22,,Lutheran World federation,1,1,commitments,outgoing,698597
OCHA Country Based Pooled Funds,22,,Lutheran World federation,1,1,spending,outgoing,558878
OCHA Country Based Pooled Funds,22,,MA’AN Development Center,1,0,commitments,outgoing,882490
OCHA Country Based Pooled Funds,22,,MA’AN Development Center,1,0,spending,outgoing,882491
OCHA Country Based Pooled Funds,22,,MEDAIR,1,1,commitments,outgoing,292361
OCHA Country Based Pooled Funds,22,,MEDAIR,1,1,spending,outgoing,292361
OCHA Country Based Pooled Funds,22,,MEDICAIR,1,0,commitments,outgoing,350000
OCHA Country Based Pooled Funds,22,,MEDICAIR,1,0,spending,outgoing,350000
OCHA Country Based Pooled Funds,22,,MERCY Malaysia Myanmar,1,0,commitments,outgoing,382355
OCHA Country Based Pooled Funds,22,,MERCY Malaysia Myanmar,1,0,spending,outgoing,229413
OCHA Country Based Pooled Funds,22,,MERCY Malaysia Myanmar,1,1,commitments,outgoing,225141
OCHA Country Based Pooled Funds,22,,MERCY Malaysia Myanmar,1,1,spending,outgoing,225141
OCHA Country Based Pooled Funds,22,,Magna Enfant en Péril,1,0,commitments,outgoing,465000
OCHA Country Based Pooled Funds,22,,Magna Enfant en Péril,1,0,spending,outgoing,279000
OCHA Country Based Pooled Funds,22,,Magna Enfant en Péril,1,1,commitments,outgoing,700000
OCHA Country Based Pooled Funds,22,,Magna Enfant en Péril,1,1,spending,outgoing,700000
OCHA Country Based Pooled Funds,22,,Malteser International,1,1,commitments,outgoing,230001
OCHA Country Based Pooled Funds,22,,Malteser International,1,1,spending,outgoing,184000
OCHA Country Based Pooled Funds,22,,Mayar Foundation for Development,1,0,commitments,outgoing,313253
OCHA Country Based Pooled Funds,22,,Mayar Foundation for Development,1,0,spending,outgoing,125301
OCHA Country Based Pooled Funds,22,,Medical Aid for Palestinians,1,0,commitments,outgoing,500552
OCHA Country Based Pooled Funds,22,,Medical Aid for Palestinians,1,0,spending,outgoing,500551
OCHA Country Based Pooled Funds,22,,Medical Aid for Palestinians,1,1,commitments,outgoing,1533703
OCHA Country Based Pooled Funds,22,,Medical Aid for Palestinians,1,1,spending,outgoing,1533703
OCHA Country Based Pooled Funds,22,,Medicos del Mundo,1,1,commitments,outgoing,800000
OCHA Country Based Pooled Funds,22,,Medicos del Mundo,1,1,spending,outgoing,500000
OCHA Country Based Pooled Funds,22,,Mena Organization for Services Advocacy integration and Capacity Building,1,1,commitments,outgoing,177594
OCHA Country Based Pooled Funds,22,,Mena Organization for Services Advocacy integration and Capacity Building,1,1,spending,outgoing,142075
OCHA Country Based Pooled Funds,22,,Mentor Initiative,1,0,commitments,outgoing,299998
OCHA Country Based Pooled Funds,22,,Mentor Initiative,1,0,spending,outgoing,299998
OCHA Country Based Pooled Funds,22,,Mentor Initiative,1,1,commitments,outgoing,480000
OCHA Country Based Pooled Funds,22,,Mentor Initiative,1,1,spending,outgoing,418634
OCHA Country Based Pooled Funds,22,,Mercy Corps Europe (formerly Mercy Corps Scotland),1,0,commitments,outgoing,4904510
OCHA Country Based Pooled Funds,22,,Mercy Corps Europe (formerly Mercy Corps Scotland),1,0,spending,outgoing,2883000
OCHA Country Based Pooled Funds,22,,Mercy Corps,1,0,commitments,outgoing,1913126
OCHA Country Based Pooled Funds,22,,Mercy Corps,1,0,spending,outgoing,1193042
OCHA Country Based Pooled Funds,22,,Mercy Corps,1,1,commitments,outgoing,1499999
OCHA Country Based Pooled Funds,22,,Mercy Corps,1,1,spending,outgoing,450000
OCHA Country Based Pooled Funds,22,,Mercy-USA for Aid and Development,1,0,commitments,outgoing,198508
OCHA Country Based Pooled Funds,22,,Metta Development Foundation,1,0,commitments,outgoing,1200000
OCHA Country Based Pooled Funds,22,,Metta Development Foundation,1,0,spending,outgoing,1200000
OCHA Country Based Pooled Funds,22,,Metta Development Foundation,1,1,commitments,outgoing,361365
OCHA Country Based Pooled Funds,22,,Metta Development Foundation,1,1,spending,outgoing,361365
OCHA Country Based Pooled Funds,22,,Mothers and Children Multisectoral Development Organization,1,0,commitments,outgoing,1670427
OCHA Country Based Pooled Funds,22,,Mothers and Children Multisectoral Development Organization,1,0,spending,outgoing,1520372
OCHA Country Based Pooled Funds,22,,Muslim Hands International,1,0,commitments,outgoing,481276
OCHA Country Based Pooled Funds,22,,Muslim Hands International,1,0,spending,outgoing,385021
OCHA Country Based Pooled Funds,22,,Médecins Du Monde,1,1,commitments,outgoing,470000
OCHA Country Based Pooled Funds,22,,Médecins Du Monde,1,1,spending,outgoing,329000
OCHA Country Based Pooled Funds,22,,Médecins d'Afrique,1,0,commitments,outgoing,2007169
OCHA Country Based Pooled Funds,22,,Médecins d'Afrique,1,0,spending,outgoing,1982025
OCHA Country Based Pooled Funds,22,,Médecins du Monde Belgique,1,0,commitments,outgoing,1602031
OCHA Country Based Pooled Funds,22,,Médecins du Monde Belgique,1,0,spending,outgoing,1421625
OCHA Country Based Pooled Funds,22,,Médecins du Monde France,1,0,commitments,outgoing,638953
OCHA Country Based Pooled Funds,22,,Médecins du Monde France,1,0,spending,outgoing,380953
OCHA Country Based Pooled Funds,22,,Médecins du Monde France,1,1,commitments,outgoing,263114
OCHA Country Based Pooled Funds,22,,Médecins du Monde France,1,1,spending,outgoing,210491
OCHA Country Based Pooled Funds,22,,Nada Elazhar for Disaster Prevention and Sustainable Development,1,0,commitments,outgoing,420588
OCHA Country Based Pooled Funds,22,,Nada Elazhar for Disaster Prevention and Sustainable Development,1,0,spending,outgoing,252353
OCHA Country Based Pooled Funds,22,,National Foundation for Development and Humanitarian Response,1,0,commitments,outgoing,1699920
OCHA Country Based Pooled Funds,22,,National Foundation for Development and Humanitarian Response,1,0,spending,outgoing,679968
OCHA Country Based Pooled Funds,22,,National NGO,1,0,commitments,outgoing,51055379
OCHA Country Based Pooled Funds,22,,National NGO,1,0,spending,outgoing,45213921
OCHA Country Based Pooled Funds,22,,National NGO,1,1,commitments,outgoing,8998094
OCHA Country Based Pooled Funds,22,,National NGO,1,1,spending,outgoing,6005908
OCHA Country Based Pooled Funds,22,,Nile Hope,1,0,commitments,outgoing,600000
OCHA Country Based Pooled Funds,22,,Nile Hope,1,0,spending,outgoing,600000
OCHA Country Based Pooled Funds,22,,Nomadic Development Organization,1,0,commitments,outgoing,350000
OCHA Country Based Pooled Funds,22,,Nomadic Development Organization,1,0,spending,outgoing,140000
OCHA Country Based Pooled Funds,22,,Nonviolent Peaceforce,1,0,commitments,outgoing,488519
OCHA Country Based Pooled Funds,22,,Nonviolent Peaceforce,1,0,spending,outgoing,488520
OCHA Country Based Pooled Funds,22,,Norwegian Afghanistan Committee,1,0,commitments,outgoing,776785
OCHA Country Based Pooled Funds,22,,Norwegian Afghanistan Committee,1,0,spending,outgoing,776785
OCHA Country Based Pooled Funds,22,,Norwegian Church Aid,1,0,commitments,outgoing,1673126
OCHA Country Based Pooled Funds,22,,Norwegian Church Aid,1,0,spending,outgoing,1437930
OCHA Country Based Pooled Funds,22,,Norwegian Refugee Council,1,0,commitments,outgoing,14631485
OCHA Country Based Pooled Funds,22,,Norwegian Refugee Council,1,0,spending,outgoing,9573586
OCHA Country Based Pooled Funds,22,,Norwegian Refugee Council,1,1,commitments,outgoing,350000
OCHA Country Based Pooled Funds,22,,Norwegian Refugee Council,1,1,spending,outgoing,210000
OCHA Country Based Pooled Funds,22,,OHCHR,1,0,commitments,outgoing,250000
OCHA Country Based Pooled Funds,22,,OHCHR,1,0,spending,outgoing,250000
OCHA Country Based Pooled Funds,22,,ONG Esperance,1,0,commitments,outgoing,350000
OCHA Country Based Pooled Funds,22,,ONG Esperance,1,0,spending,outgoing,310000
OCHA Country Based Pooled Funds,22,,ONG Rescate Syria,1,0,commitments,outgoing,1314928
OCHA Country Based Pooled Funds,22,,ONG Rescate Syria,1,0,spending,outgoing,840738
